local_time LA (airport),Ff,N,VV,Td,RRR
29.06.2015 23:00,3,50%.,16,15.6,
29.06.2015 17:00,5,70 -80%.,16,16.1,
29.06.2015 11:00,3,70 -80%.,16,17.2,
29.06.2015 05:00,0,50%.,16,15.6,
28.06.2015 23:00,3,70 -80%.,16,15.6,
28.06.2015 17:00,7,70 -80%.,16,16.1,
28.06.2015 11:00,4,70 -80%.,16,16.1,
28.06.2015 05:00,2,50%.,16,15.6,
27.06.2015 23:00,3,70 -80%.,16,16.1,Signs of precipitation
27.06.2015 17:00,4,70 -80%.,16,16.1,Signs of precipitation
27.06.2015 11:00,5,70 -80%.,12,16.1,
27.06.2015 05:00,0,70 -80%.,16,15,
26.06.2015 23:00,6,20-0%.,16,15,
26.06.2015 17:00,6,50%.,16,15.6,
26.06.2015 11:00,4,70 -80%.,8,15.6,
26.06.2015 05:00,0,The sky is not visible due to fog and/or other meteorological phenomena.,2.4,15,
25.06.2015 23:00,3,The sky is not visible due to fog and/or other meteorological phenomena.,1.2,15.6,
25.06.2015 17:00,5,20-0%.,16,16.1,
25.06.2015 11:00,4,20-0%.,14,16.1,
25.06.2015 05:00,2,20-0%.,16,15,
24.06.2015 23:00,4,Cloudless,16,14.4,
24.06.2015 17:00,7,Cloudless,16,15,
24.06.2015 11:00,5,Cloudless,14,16.1,
24.06.2015 05:00,2,Cloudless,16,14.4,
23.06.2015 23:00,2,Cloudless,16,15,
23.06.2015 17:00,6,20-0%.,16,16.1,
23.06.2015 11:00,4,50%.,16,16.1,
23.06.2015 05:00,0,50%.,16,13.9,
22.06.2015 23:00,2,Cloudless,16,16.1,
22.06.2015 17:00,6,20-0%.,16,13.9,
22.06.2015 11:00,5,Cloudless,16,14.4,
22.06.2015 05:00,2,Cloudless,16,13.9,
21.06.2015 23:00,2,20-0%.,16,16.1,
21.06.2015 17:00,4,20-0%.,16,16.7,
21.06.2015 11:00,4,Cloudless,12,16.7,
21.06.2015 05:00,3,100%.,8,16.7,
20.06.2015 23:00,3,20-0%.,12,17.2,
20.06.2015 17:00,5,Cloudless,16,16.7,
20.06.2015 11:00,5,20-0%.,12,16.7,
20.06.2015 05:00,0,Cloudless,14,15,
19.06.2015 23:00,2,Cloudless,16,15.6,
19.06.2015 17:00,5,Cloudless,16,15.6,
19.06.2015 11:00,5,50%.,4.8,15.6,
19.06.2015 05:00,0,The sky is not visible due to fog and/or other meteorological phenomena.,0.1,15,
18.06.2015 23:00,3,50%.,11,15,
18.06.2015 17:00,5,50%.,16,15.6,
18.06.2015 11:00,3,Cloudless,8,15.6,
18.06.2015 05:00,0,100%.,4,15,
17.06.2015 23:00,3,The sky is not visible due to fog and/or other meteorological phenomena.,4,15,
17.06.2015 17:00,5,50%.,14,15.6,
17.06.2015 11:00,5,50%.,4,15.6,
17.06.2015 05:00,2,100%.,4,15,
16.06.2015 17:00,5,50%.,14,15.6,
16.06.2015 11:00,4,70 -80%.,6,16.1,
16.06.2015 05:00,0,100%.,6,15,
15.06.2015 23:00,2,20-0%.,16,15,
15.06.2015 17:00,6,70 -80%.,16,15.6,
15.06.2015 11:00,4,70 -80%.,8,15.6,
15.06.2015 05:00,0,The sky is not visible due to fog and/or other meteorological phenomena.,4,15.6,
14.06.2015 23:00,2,100%.,16,15.6,
14.06.2015 17:00,7,70 -80%.,16,15.6,
14.06.2015 11:00,3,100%.,9,15.6,
14.06.2015 05:00,0,100%.,14,15,
13.06.2015 23:00,4,100%.,16,15,
13.06.2015 17:00,5,70 -80%.,16,15.6,
13.06.2015 11:00,0,100%.,14,15.6,Signs of precipitation
13.06.2015 05:00,3,100%.,9,15.6,
12.06.2015 23:00,3,100%.,14,15,
12.06.2015 17:00,5,100%.,14,15.6,
12.06.2015 11:00,2,100%.,6,16.1,
12.06.2015 05:00,2,100%.,8,15,
11.06.2015 23:00,3,100%.,16,15.6,
11.06.2015 17:00,7,70 -80%.,16,15.6,
11.06.2015 11:00,3,100%.,6,16.1,Signs of precipitation
11.06.2015 05:00,2,,2,15.6,Signs of precipitation
10.06.2015 23:00,4,The sky is not visible due to fog and/or other meteorological phenomena.,2,15.6,
10.06.2015 17:00,5,70 -80%.,16,16.1,
10.06.2015 11:00,4,100%.,12,17.2,
10.06.2015 05:00,4,100%.,8,17.2,
09.06.2015 23:00,3,50%.,16,17.2,Signs of precipitation
09.06.2015 17:00,6,100%.,16,16.7,Signs of precipitation
09.06.2015 11:00,4,70 -80%.,16,15,0.3
09.06.2015 05:00,2,The sky is not visible due to fog and/or other meteorological phenomena.,4,15,
08.06.2015 23:00,0,50%.,9,15.6,
08.06.2015 17:00,8,50%.,16,15.6,
08.06.2015 11:00,3,50%.,11,15.6,
08.06.2015 05:00,2,70 -80%.,4.8,14.4,
07.06.2015 23:00,2,70 -80%.,16,14.4,
07.06.2015 17:00,6,50%.,16,14.4,
07.06.2015 11:00,4,50%.,16,13.9,
07.06.2015 05:00,3,100%.,16,13.3,
06.06.2015 23:00,5,70 -80%.,16,13.3,
06.06.2015 17:00,8,50%.,16,13.3,
06.06.2015 11:00,4,70 -80%.,16,12.8,
06.06.2015 05:00,2,70 -80%.,16,13.3,
05.06.2015 23:00,5,Cloudless,16,13.3,
05.06.2015 17:00,8,50%.,16,12.2,
05.06.2015 11:00,3,70 -80%.,14,12.2,
05.06.2015 05:00,2,70 -80%.,16,13.3,
04.06.2015 23:00,2,50%.,16,12.8,
04.06.2015 17:00,5,70 -80%.,16,13.3,
04.06.2015 11:00,4,100%.,14,13.9,
04.06.2015 05:00,0,100%.,16,13.3,
03.06.2015 23:00,3,20-0%.,16,12.8,
03.06.2015 17:00,7,20-0%.,16,14.4,
03.06.2015 11:00,4,100%.,11,13.3,
03.06.2015 05:00,2,100%.,14,13.9,
02.06.2015 23:00,0,20-0%.,16,14.4,
02.06.2015 17:00,5,20-0%.,16,13.9,
02.06.2015 11:00,4,70 -80%.,12,14.4,
02.06.2015 05:00,2,50%.,16,13.9,
01.06.2015 23:00,4,50%.,16,13.9,
01.06.2015 17:00,7,50%.,16,13.3,
01.06.2015 11:00,3,70 -80%.,11,13.3,
01.06.2015 05:00,2,100%.,12,12.8,
31.05.2015 23:00,4,100%.,16,12.8,
31.05.2015 17:00,5,20-0%.,16,13.3,
31.05.2015 11:00,4,100%.,8,14.4,
31.05.2015 05:00,4,100%.,2.8,13.3,
30.05.2015 23:00,0,100%.,8,13.9,
30.05.2015 17:00,6,50%.,16,13.9,
30.05.2015 11:00,2,100%.,9,14.4,
30.05.2015 05:00,0,100%.,4.8,13.9,
29.05.2015 23:00,2,The sky is not visible due to fog and/or other meteorological phenomena.,2.4,13.9,
29.05.2015 17:00,6,50%.,12,13.9,
29.05.2015 11:00,0,50%.,8,13.9,
29.05.2015 05:00,2,100%.,11,13.3,
28.05.2015 23:00,3,20-0%.,16,13.3,
28.05.2015 17:00,6,50%.,16,13.3,
28.05.2015 11:00,3,100%.,11,13.3,
28.05.2015 05:00,2,100%.,16,12.8,
27.05.2015 23:00,4,20-0%.,16,12.2,
27.05.2015 17:00,7,50%.,16,12.8,
27.05.2015 11:00,4,70 -80%.,16,12.2,
27.05.2015 05:00,2,100%.,16,12.2,
26.05.2015 23:00,2,70 -80%.,16,12.2,
26.05.2015 17:00,7,70 -80%.,16,13.3,
26.05.2015 11:00,4,100%.,16,12.8,
26.05.2015 05:00,3,100%.,16,12.8,
25.05.2015 23:00,3,70 -80%.,16,12.8,
25.05.2015 17:00,6,50%.,16,13.3,
25.05.2015 11:00,2,100%.,14,12.2,
25.05.2015 05:00,2,20-0%.,16,12.2,
24.05.2015 23:00,4,20-0%.,16,12.2,
24.05.2015 17:00,4,20-0%.,16,12.2,
24.05.2015 11:00,4,50%.,16,10.6,
24.05.2015 05:00,2,100%.,16,11.1,
23.05.2015 23:00,3,70 -80%.,16,11.1,
23.05.2015 17:00,8,50%.,16,11.7,
23.05.2015 11:00,6,70 -80%.,16,12.2,
23.05.2015 05:00,0,50%.,16,11.7,
22.05.2015 23:00,3,70 -80%.,16,12.2,
22.05.2015 17:00,7,70 -80%.,16,12.2,
22.05.2015 11:00,5,70 -80%.,16,10.6,
22.05.2015 05:00,8,70 -80%.,16,10.6,
21.05.2015 23:00,8,70 -80%.,16,11.1,
21.05.2015 17:00,7,20-0%.,16,10,
21.05.2015 11:00,3,70 -80%.,16,8.9,
21.05.2015 05:00,0,70 -80%.,16,11.7,
20.05.2015 23:00,3,70 -80%.,16,11.7,
20.05.2015 17:00,7,50%.,16,10,
20.05.2015 11:00,5,70 -80%.,16,10.6,
20.05.2015 05:00,2,70 -80%.,16,11.1,
19.05.2015 23:00,4,20-0%.,16,11.7,
19.05.2015 17:00,6,50%.,16,11.7,
19.05.2015 11:00,4,50%.,16,11.1,
19.05.2015 05:00,0,20-0%.,16,10,
18.05.2015 23:00,5,50%.,16,10,
18.05.2015 17:00,8,50%.,16,12.8,
18.05.2015 11:00,5,70 -80%.,16,12.2,
18.05.2015 05:00,0,70 -80%.,16,11.7,
17.05.2015 23:00,3,70 -80%.,16,11.7,
17.05.2015 17:00,6,70 -80%.,16,11.7,
17.05.2015 11:00,4,100%.,16,12.2,
17.05.2015 05:00,2,100%.,16,12.2,
16.05.2015 23:00,2,50%.,16,12.2,
16.05.2015 17:00,5,70 -80%.,16,12.8,
16.05.2015 11:00,3,70 -80%.,16,11.7,
16.05.2015 05:00,2,50%.,16,10.6,
15.05.2015 23:00,6,20-0%.,16,11.1,
15.05.2015 17:00,9,50%.,16,11.1,Signs of precipitation
15.05.2015 11:00,0,70 -80%.,14,10,0.8
15.05.2015 05:00,2,70 -80%.,16,10,
14.05.2015 23:00,2,70 -80%.,16,10.6,0.5
14.05.2015 17:00,4,70 -80%.,16,9.4,4
14.05.2015 11:00,5,70 -80%.,16,9.3,
14.05.2015 05:00,3,70 -80%.,16,10,
13.05.2015 23:00,4,50%.,16,8.9,
13.05.2015 17:00,8,50%.,16,11.7,
13.05.2015 11:00,3,70 -80%.,16,8.9,
13.05.2015 05:00,4,70 -80%.,16,10,
12.05.2015 23:00,2,70 -80%.,16,10.6,
12.05.2015 17:00,5,50%.,16,11.7,
12.05.2015 11:00,6,70 -80%.,16,11.1,
12.05.2015 05:00,0,50%.,14,11.7,
11.05.2015 23:00,3,20-0%.,16,12.8,
11.05.2015 17:00,8,50%.,16,13.3,
11.05.2015 11:00,4,70 -80%.,14,13.3,
11.05.2015 05:00,2,50%.,14,12.8,
10.05.2015 23:00,2,50%.,16,13.3,
10.05.2015 17:00,6,20-0%.,16,12.8,
10.05.2015 11:00,6,Cloudless,16,12.2,
10.05.2015 05:00,0,Cloudless,16,10.6,
09.05.2015 23:00,3,Cloudless,16,11.1,
09.05.2015 17:00,5,70 -80%.,16,11.1,
09.05.2015 11:00,5,70 -80%.,16,10,
09.05.2015 05:00,2,20-0%.,14,10.6,
08.05.2015 23:00,4,50%.,16,11.1,
08.05.2015 17:00,6,70 -80%.,16,10,Signs of precipitation
08.05.2015 11:00,4,70 -80%.,16,8.3,0.3
08.05.2015 05:00,2,70 -80%.,16,8.3,2
07.05.2015 23:00,6,70 -80%.,16,9.4,3
07.05.2015 17:00,6,70 -80%.,16,7.8,Signs of precipitation
07.05.2015 11:00,5,70 -80%.,16,9.4,
07.05.2015 05:00,3,70 -80%.,16,9.4,
06.05.2015 23:00,4,70 -80%.,16,10.6,
06.05.2015 17:00,7,20-0%.,16,10,
06.05.2015 11:00,4,100%.,16,9.4,
06.05.2015 05:00,2,100%.,16,10,
05.05.2015 23:00,2,70 -80%.,16,10,
05.05.2015 17:00,6,50%.,16,10,
05.05.2015 11:00,3,100%.,16,10,
05.05.2015 05:00,0,100%.,16,10,
04.05.2015 23:00,4,20-0%.,16,10,
04.05.2015 17:00,8,20-0%.,16,10.6,
04.05.2015 11:00,3,70 -80%.,12,10.6,
04.05.2015 05:00,3,20-0%.,16,10.6,
03.05.2015 23:00,3,20-0%.,16,11.1,
03.05.2015 17:00,9,20-0%.,16,11.1,
03.05.2015 11:00,5,20-0%.,12,12.2,
03.05.2015 05:00,2,100%.,16,11.7,
02.05.2015 23:00,5,Cloudless,16,11.7,
02.05.2015 17:00,9,20-0%.,12,11.7,
02.05.2015 11:00,5,50%.,16,13.9,
02.05.2015 05:00,0,Cloudless,14,12.8,
01.05.2015 23:00,2,Cloudless,16,12.8,
01.05.2015 17:00,7,50%.,16,13.3,
01.05.2015 11:00,6,70 -80%.,12,13.3,
01.05.2015 05:00,2,The sky is not visible due to fog and/or other meteorological phenomena.,1.6,12.8,
30.04.2015 23:00,5,70 -80%.,11,14.4,
30.04.2015 17:00,6,50%.,16,15,
30.04.2015 11:00,4,70 -80%.,16,15,
30.04.2015 05:00,0,70 -80%.,16,13.9,
29.04.2015 23:00,0,50%.,16,11.7,
29.04.2015 17:00,7,50%.,16,11.1,
29.04.2015 11:00,4,70 -80%.,16,13.3,
29.04.2015 05:00,2,20-0%.,16,14.4,
28.04.2015 23:00,0,Cloudless,16,11.1,
28.04.2015 17:00,7,20-0%.,16,8.3,
28.04.2015 11:00,4,Cloudless,16,7.2,
28.04.2015 05:00,0,Cloudless,16,5,
27.04.2015 23:00,3,Cloudless,16,10,
27.04.2015 17:00,7,Cloudless,16,5.6,
27.04.2015 11:00,4,50%.,16,11.1,
27.04.2015 05:00,2,20-0%.,16,11.1,
26.04.2015 23:00,3,50%.,16,11.1,
26.04.2015 17:00,8,50%.,16,9.4,
26.04.2015 11:00,4,50%.,16,10,
26.04.2015 05:00,2,Cloudless,16,8.9,
25.04.2015 23:00,5,Cloudless,16,10,
25.04.2015 17:00,9,70 -80%.,16,13.9,0.3
25.04.2015 11:00,6,70 -80%.,16,10.6,
25.04.2015 05:00,2,70 -80%.,16,10.6,
24.04.2015 23:00,4,70 -80%.,16,11.7,
24.04.2015 17:00,6,100%.,16,11.1,
24.04.2015 11:00,4,100%.,16,11.7,
24.04.2015 05:00,0,100%.,16,10.6,
23.04.2015 23:00,6,70 -80%.,16,11.7,
23.04.2015 17:00,5,70 -80%.,16,11.7,
23.04.2015 11:00,5,50%.,16,8.9,
23.04.2015 05:00,3,20-0%.,16,11.1,
22.04.2015 23:00,5,20-0%.,16,12.2,
22.04.2015 17:00,5,70 -80%.,16,10.6,
22.04.2015 11:00,3,70 -80%.,16,11.1,
22.04.2015 05:00,0,50%.,16,10.6,
21.04.2015 23:00,2,70 -80%.,16,10.6,
21.04.2015 17:00,5,70 -80%.,16,9.4,
21.04.2015 11:00,4,70 -80%.,16,7.8,
21.04.2015 05:00,2,70 -80%.,16,8.9,
20.04.2015 23:00,2,70 -80%.,16,11.1,
20.04.2015 17:00,6,50%.,16,10,
20.04.2015 11:00,4,70 -80%.,14,10.6,
20.04.2015 05:00,2,100%.,16,11.7,
19.04.2015 23:00,4,Cloudless,16,11.1,
19.04.2015 17:00,8,50%.,16,12.8,
19.04.2015 11:00,3,20-0%.,14,12.8,
19.04.2015 05:00,2,20-0%.,12,12.2,
18.04.2015 23:00,4,Cloudless,16,11.7,
18.04.2015 17:00,6,Cloudless,16,12.2,
18.04.2015 11:00,3,Cloudless,16,7.2,
18.04.2015 05:00,0,Cloudless,16,8.3,
17.04.2015 23:00,6,Cloudless,16,7.2,
17.04.2015 17:00,6,Cloudless,16,8.3,
17.04.2015 11:00,6,Cloudless,16,6.1,
17.04.2015 05:00,2,Cloudless,16,-2.2,
16.04.2015 23:00,3,Cloudless,16,3.3,
16.04.2015 17:00,7,Cloudless,16,6.7,
16.04.2015 11:00,3,Cloudless,16,-10.6,
16.04.2015 05:00,2,Cloudless,16,4.4,
15.04.2015 23:00,2,Cloudless,16,7.8,
15.04.2015 17:00,9,Cloudless,16,7.2,
15.04.2015 11:00,3,Cloudless,16,7.2,
15.04.2015 05:00,2,20-0%.,16,11.7,
14.04.2015 23:00,2,Cloudless,16,6.1,
14.04.2015 17:00,8,Cloudless,16,12.8,
14.04.2015 11:00,5,50%.,11,11.7,
14.04.2015 05:00,0,100%.,14,11.7,
13.04.2015 23:00,3,70 -80%.,16,12.8,
13.04.2015 17:00,7,20-0%.,16,13.3,
13.04.2015 11:00,3,50%.,9,13.3,
13.04.2015 05:00,0,70 -80%.,12,12.8,
12.04.2015 23:00,2,20-0%.,16,14.4,
12.04.2015 17:00,5,20-0%.,16,13.9,
12.04.2015 11:00,2,Cloudless,16,11.1,
12.04.2015 05:00,2,Cloudless,16,11.1,
11.04.2015 23:00,2,Cloudless,16,11.7,
11.04.2015 17:00,5,50%.,16,8.3,
11.04.2015 11:00,2,20-0%.,16,9.4,
11.04.2015 05:00,0,20-0%.,16,9.4,
10.04.2015 23:00,3,20-0%.,16,10.6,
10.04.2015 17:00,8,50%.,16,11.1,
10.04.2015 11:00,2,50%.,14,8.9,
10.04.2015 05:00,0,50%.,16,10,
09.04.2015 23:00,2,50%.,16,12.2,
09.04.2015 17:00,7,Cloudless,16,11.7,
09.04.2015 11:00,2,70 -80%.,16,3.9,
09.04.2015 05:00,0,50%.,16,5.6,
08.04.2015 23:00,3,70 -80%.,16,3.3,
08.04.2015 17:00,10,Cloudless,16,6.7,
08.04.2015 11:00,5,20-0%.,16,0,
08.04.2015 05:00,2,Cloudless,16,6.7,
07.04.2015 23:00,6,50%.,16,9.4,3
07.04.2015 17:00,4,100%.,14,11.1,Signs of precipitation
07.04.2015 11:00,3,70 -80%.,16,5,
07.04.2015 05:00,2,50%.,16,5.6,
06.04.2015 23:00,5,20-0%.,16,5,
06.04.2015 17:00,5,50%.,16,4.4,
06.04.2015 11:00,4,50%.,16,3.9,
06.04.2015 05:00,3,50%.,16,9.4,
05.04.2015 23:00,7,50%.,16,10.6,
05.04.2015 17:00,6,50%.,16,9.4,
05.04.2015 11:00,5,70 -80%.,16,9.4,
05.04.2015 05:00,2,Cloudless,16,10,
04.04.2015 23:00,2,Cloudless,16,10.6,
04.04.2015 17:00,6,20-0%.,16,3.9,
04.04.2015 11:00,2,50%.,16,-3.3,
04.04.2015 05:00,2,Cloudless,16,-3.3,
03.04.2015 23:00,2,20-0%.,16,-5.6,
03.04.2015 17:00,8,50%.,16,1.1,
03.04.2015 11:00,0,20-0%.,16,-6.1,
03.04.2015 05:00,2,Cloudless,16,5.6,
02.04.2015 23:00,2,Cloudless,16,12.2,
02.04.2015 17:00,7,20-0%.,16,9.4,
02.04.2015 11:00,2,50%.,16,7.8,
02.04.2015 05:00,0,Cloudless,16,8.3,
01.04.2015 23:00,3,Cloudless,16,8.9,
01.04.2015 17:00,6,50%.,16,13.9,
01.04.2015 11:00,3,50%.,14,12.8,
01.04.2015 05:00,2,20-0%.,16,11.7,
31.03.2015 23:00,2,Cloudless,16,12.8,
31.03.2015 17:00,4,20-0%.,14,12.8,
31.03.2015 11:00,2,70 -80%.,6,12.8,
31.03.2015 05:00,0,100%.,4.8,12.8,
30.03.2015 23:00,4,100%.,8,12.8,
30.03.2015 17:00,6,20-0%.,16,13.9,
30.03.2015 11:00,3,50%.,8,13.9,
30.03.2015 05:00,2,70 -80%.,6,13.3,
29.03.2015 23:00,4,70 -80%.,16,14.4,
29.03.2015 17:00,5,20-0%.,16,13.9,
29.03.2015 11:00,4,70 -80%.,6,13.9,
29.03.2015 05:00,3,The sky is not visible due to fog and/or other meteorological phenomena.,0.4,13.3,
28.03.2015 22:00,2,20-0%.,12,13.9,
28.03.2015 16:00,5,50%.,16,14.4,
28.03.2015 10:00,2,20-0%.,12,13.3,
28.03.2015 04:00,2,Cloudless,16,12.8,
27.03.2015 22:00,4,Cloudless,16,13.9,
27.03.2015 16:00,6,Cloudless,16,11.7,
27.03.2015 10:00,0,Cloudless,16,7.8,
27.03.2015 04:00,0,Cloudless,16,10,
26.03.2015 22:00,0,Cloudless,16,10.6,
26.03.2015 16:00,5,Cloudless,16,6.1,
26.03.2015 10:00,2,Cloudless,16,1.1,
26.03.2015 04:00,3,Cloudless,16,7.8,
25.03.2015 22:00,2,20-0%.,16,10.6,
25.03.2015 16:00,8,20-0%.,16,8.9,
25.03.2015 10:00,0,20-0%.,16,10,
25.03.2015 04:00,3,20-0%.,16,12.8,
24.03.2015 22:00,6,70 -80%.,16,3.9,
24.03.2015 16:00,4,50%.,16,10,
24.03.2015 10:00,3,20-0%.,16,8.9,
24.03.2015 04:00,0,20-0%.,16,11.1,
23.03.2015 22:00,3,20-0%.,16,12.8,
23.03.2015 16:00,8,50%.,16,7.2,
23.03.2015 10:00,2,50%.,16,10,
23.03.2015 04:00,2,70 -80%.,16,11.7,
22.03.2015 22:00,7,50%.,16,12.8,
22.03.2015 16:00,5,70 -80%.,16,11.7,
22.03.2015 10:00,3,100%.,16,11.7,
22.03.2015 04:00,2,50%.,16,12.2,
21.03.2015 22:00,3,70 -80%.,14,13.9,
21.03.2015 16:00,6,50%.,16,12.8,
21.03.2015 10:00,2,70 -80%.,11,12.8,
21.03.2015 04:00,2,100%.,12,13.3,
20.03.2015 22:00,2,70 -80%.,12,15,
20.03.2015 16:00,7,50%.,12,13.9,
20.03.2015 10:00,0,50%.,8,13.3,
20.03.2015 04:00,2,70 -80%.,11,13.3,
19.03.2015 22:00,2,100%.,14,13.9,
19.03.2015 16:00,5,50%.,16,13.3,
19.03.2015 10:00,4,70 -80%.,14,12.8,
19.03.2015 04:00,0,70 -80%.,16,12.2,
18.03.2015 22:00,0,100%.,16,13.3,
18.03.2015 16:00,4,70 -80%.,16,13.3,
18.03.2015 10:00,4,70 -80%.,16,13.9,Signs of precipitation
18.03.2015 04:00,4,100%.,16,14.4,
17.03.2015 22:00,2,100%.,16,13.9,
17.03.2015 16:00,4,70 -80%.,16,13.3,
17.03.2015 10:00,3,70 -80%.,16,10,
17.03.2015 04:00,2,50%.,16,11.7,
16.03.2015 22:00,0,50%.,16,11.7,
16.03.2015 16:00,7,70 -80%.,16,7.8,
16.03.2015 10:00,3,70 -80%.,16,3.9,
16.03.2015 04:00,2,70 -80%.,16,6.1,
15.03.2015 22:00,2,70 -80%.,16,1.7,
15.03.2015 16:00,6,70 -80%.,16,7.2,
15.03.2015 10:00,3,100%.,16,3.9,
15.03.2015 04:00,2,50%.,16,5,
14.03.2015 22:00,0,20-0%.,16,4.4,
14.03.2015 16:00,6,50%.,16,8.3,
14.03.2015 10:00,3,50%.,16,1.7,
14.03.2015 04:00,2,20-0%.,16,3.3,
13.03.2015 22:00,2,50%.,16,11.7,
13.03.2015 16:00,6,50%.,16,6.1,
13.03.2015 10:00,0,50%.,16,2.8,
13.03.2015 04:00,0,Cloudless,16,8.3,
12.03.2015 22:00,0,50%.,16,11.1,
12.03.2015 16:00,4,20-0%.,16,8.9,
12.03.2015 10:00,0,20-0%.,16,6.1,
12.03.2015 04:00,0,20-0%.,16,10.6,
11.03.2015 22:00,2,50%.,16,5.6,Signs of precipitation
11.03.2015 16:00,5,100%.,16,11.1,Signs of precipitation
11.03.2015 10:00,0,100%.,8,14.4,Signs of precipitation
11.03.2015 04:00,2,100%.,9,13.9,
10.03.2015 22:00,3,70 -80%.,16,13.9,
10.03.2015 16:00,5,100%.,12,12.8,
10.03.2015 10:00,2,50%.,4.8,12.8,
10.03.2015 04:00,2,100%.,8,12.2,
09.03.2015 22:00,2,70 -80%.,12,12.8,
09.03.2015 16:00,4,20-0%.,11,12.2,
09.03.2015 10:00,0,20-0%.,9,11.7,
09.03.2015 04:00,2,100%.,8,11.7,
08.03.2015 22:00,3,50%.,16,12.2,
08.03.2015 16:00,5,50%.,16,13.9,
08.03.2015 10:00,2,20-0%.,16,9.4,
08.03.2015 04:00,0,Cloudless,16,6.7,
07.03.2015 22:00,2,Cloudless,16,8.9,
07.03.2015 16:00,6,Cloudless,16,-1.7,
07.03.2015 10:00,0,Cloudless,16,-5,
07.03.2015 04:00,0,Cloudless,16,-0.6,
06.03.2015 22:00,2,Cloudless,16,5,
06.03.2015 16:00,4,Cloudless,16,2.8,
06.03.2015 10:00,2,Cloudless,16,-5,
06.03.2015 04:00,0,Cloudless,16,-2.8,
05.03.2015 22:00,0,Cloudless,16,1.7,
05.03.2015 16:00,6,20-0%.,16,-1.1,
05.03.2015 10:00,0,50%.,16,-2.2,
05.03.2015 04:00,2,20-0%.,16,1.1,
04.03.2015 22:00,2,20-0%.,16,9.4,
04.03.2015 16:00,6,20-0%.,16,8.3,
04.03.2015 10:00,2,20-0%.,16,4.4,
04.03.2015 04:00,2,Cloudless,16,6.7,
03.03.2015 22:00,4,Cloudless,16,8.3,
03.03.2015 16:00,8,20-0%.,16,7.8,
03.03.2015 10:00,2,50%.,16,5,
03.03.2015 04:00,2,50%.,16,6.1,6
02.03.2015 22:00,4,70 -80%.,16,6.7,
02.03.2015 16:00,5,50%.,16,6.1,Signs of precipitation
02.03.2015 10:00,0,70 -80%.,16,8.3,Signs of precipitation
02.03.2015 04:00,2,70 -80%.,16,8.3,5
01.03.2015 22:00,4,100%.,16,8.3,
01.03.2015 16:00,3,70 -80%.,16,7.8,
01.03.2015 10:00,3,70 -80%.,16,8.3,1
01.03.2015 04:00,2,70 -80%.,6,8.9,0.3
28.02.2015 22:00,0,70 -80%.,16,6.1,Signs of precipitation
28.02.2015 16:00,6,70 -80%.,16,7.8,
28.02.2015 10:00,6,70 -80%.,16,7.2,
28.02.2015 04:00,4,50%.,16,8.3,
27.02.2015 22:00,9,50%.,16,10,
27.02.2015 16:00,6,70 -80%.,16,11.7,
27.02.2015 10:00,2,70 -80%.,16,11.1,
27.02.2015 04:00,2,70 -80%.,14,11.1,
26.02.2015 22:00,3,50%.,16,11.7,
26.02.2015 16:00,5,70 -80%.,16,10.6,
26.02.2015 10:00,0,70 -80%.,14,9.4,
26.02.2015 04:00,2,50%.,8,9.4,
25.02.2015 22:00,0,Cloudless,16,11.1,
25.02.2015 16:00,6,20-0%.,16,10.6,
25.02.2015 10:00,2,50%.,16,10,
25.02.2015 04:00,2,20-0%.,16,3.9,
24.02.2015 22:00,2,Cloudless,16,11.7,
24.02.2015 16:00,8,20-0%.,16,8.9,
24.02.2015 10:00,7,20-0%.,16,-0.6,
24.02.2015 04:00,0,Cloudless,16,5,
23.02.2015 22:00,2,Cloudless,16,5.6,
23.02.2015 16:00,8,50%.,16,7.2,
23.02.2015 10:00,2,70 -80%.,16,10,Signs of precipitation
23.02.2015 04:00,2,70 -80%.,16,7.2,0.3
22.02.2015 22:00,3,100%.,8,10.6,4
22.02.2015 16:00,7,100%.,4.8,11.7,3
22.02.2015 10:00,0,100%.,16,10.6,Signs of precipitation
22.02.2015 04:00,0,100%.,16,8.9,
21.02.2015 22:00,3,100%.,16,10.6,
21.02.2015 16:00,5,50%.,16,9.4,
21.02.2015 10:00,4,100%.,16,10,
21.02.2015 04:00,2,100%.,11,11.7,
20.02.2015 22:00,0,20-0%.,8,11.7,
20.02.2015 16:00,5,70 -80%.,16,11.1,
20.02.2015 10:00,2,70 -80%.,9,10.6,
20.02.2015 04:00,2,100%.,8,12.8,
19.02.2015 22:00,3,70 -80%.,11,12.8,
19.02.2015 16:00,4,50%.,8,12.2,
19.02.2015 10:00,0,70 -80%.,4,12.2,
19.02.2015 04:00,0,70 -80%.,8,12.8,
18.02.2015 22:00,4,50%.,11,13.3,
18.02.2015 16:00,4,70 -80%.,9,12.8,
18.02.2015 10:00,2,50%.,4.8,12.2,
18.02.2015 04:00,3,70 -80%.,11,12.8,
17.02.2015 22:00,2,Cloudless,9,12.8,
17.02.2015 16:00,5,Cloudless,16,11.1,
17.02.2015 10:00,2,70 -80%.,11,11.1,
17.02.2015 04:00,3,100%.,11,11.1,
16.02.2015 22:00,2,100%.,12,12.2,
16.02.2015 16:00,4,20-0%.,16,12.2,
16.02.2015 10:00,3,70 -80%.,4,12.2,
16.02.2015 04:00,0,70 -80%.,11,12.2,
15.02.2015 22:00,3,20-0%.,14,13.9,
